"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"TARKETT";"FR0004188670";"TKTT";"Euronext Paris";"EUR";"28.26";"30.84";"28.22";"30.68";"14/02/2018 17:35";"CET";"329313";"9805202.54"
"TAYNINH";"FR0000063307";"TAYN";"Euronext Paris";"EUR";"1.35";"1.35";"1.35";"1.35";"29/12/2017 11:30";"CET";"3000";"4050.00"
"TEAM";"FR0000033466";"MLTEA";"Euronext Access Paris";"EUR";"360.00";"360.00";"360.00";"360.00";"09/02/2018 11:37";"CET";"8";"2880.00"
"TEAM KALORIK";"BE0003852697";"TEAM";"Euronext Access Brussels";"EUR";"0.10";"0.10";"0.10";"0.10";"19/10/2016 15:00";"CET";"260";"26.00"
"TECHNICOLOR";"FR0010918292";"TCH";"Euronext Paris";"EUR";"2.95";"3.028";"2.94";"2.95";"14/02/2018 17:35";"CET";"1119508";"3328562.954"
"TECHNIPFMC";"GB00BDSFG982";"FTI";"Euronext Paris";"EUR";"23.70";"23.96";"23.14";"23.69";"14/02/2018 17:37";"CET";"1623833";"38278986.23"
"TECHNOFIRST";"FR0011651819";"ALFST";"Euronext Growth Paris";"EUR";"0.935";"0.935";"0.935";"0.935";"14/02/2018 16:30";"CET";"150";"140.25"
"TEIXEIRA DUARTE";"PTTD10AM0000";"TDSA";"Euronext Lisbon";"EUR";"0.27";"0.273";"0.26";"0.27";"14/02/2018 22:37";"BST";"229942";"61437.069"
"TELECOM DESIGN";"FR0000184806";"MLTED";"Euronext Access Paris";"EUR";"5.00";"5.00";"5.00";"5.00";"30/05/2017 15:00";"CET";"5";"25.00"
"TELECOM ITALIA SPA";"IT0003497168";"TIT";"Traded not listed Brussels";"EUR";"0.66";"0.7362";"0.66";"0.7362";"09/02/2018 16:00";"CET";"5290";"3547.79"
"TELEFONICA";"ES0178430E18";"TFA";"Traded not listed Brussels";"EUR";"7.50";"7.611";"7.50";"7.50";"14/02/2018 17:23";"CET";"4107";"30829.60"
"TELEGRAAF MEDIA GR";"NL0000386605";"TMG";"Euronext Amsterdam";"EUR";"5.82";"5.82";"5.82";"5.82";"14/02/2018 10:51";"CET";"1017";"5918.94"
"TELENET GROUP";"BE0003826436";"TNET";"Euronext Brussels";"EUR";"58.50";"58.75";"56.10";"56.60";"14/02/2018 17:37";"CET";"351275";"19985134.70"
"TELEPERFORMANCE";"FR0000051807";"RCF";"Euronext Paris";"EUR";"114.10";"115.30";"112.70";"114.90";"14/02/2018 17:35";"CET";"143531";"16408345.70"
"TELEVERBIER";"CH0008175645";"TVRB";"Euronext Paris";"EUR";"52.00";"52.00";"52.00";"52.00";"13/02/2018 11:30";"CET";"100";"5200.00"
"TELEVISTA";"FR0011076595";"MLVST";"Euronext Access Paris";"EUR";"5.00";"5.00";"5.00";"5.00";"06/02/2018 16:30";"CET";"100";"500.00"
"TER BEKE";"BE0003573814";"TERB";"Euronext Brussels";"EUR";"171.50";"173.00";"171.50";"171.50";"14/02/2018 17:35";"CET";"498";"85513.50"
"TERREIS";"FR0010407049";"TER";"Euronext Paris";"EUR";"42.80";"43.00";"42.80";"43.00";"14/02/2018 17:19";"CET";"1552";"66725.80"
"TESSENDERLO";"BE0003555639";"TESB";"Euronext Brussels";"EUR";"36.45";"36.90";"36.00";"36.65";"14/02/2018 17:35";"CET";"64600";"2356663.95"
"TESSI";"FR0004529147";"TES";"Euronext Paris";"EUR";"172.50";"173.00";"172.50";"172.50";"14/02/2018 17:19";"CET";"368";"63617.00"
"TETRAGON FIN GRP";"GG00B1RMC548";"TFG";"Euronext Amsterdam";"USD";"13.15";"13.20";"13.15";"13.15";"14/02/2018 17:37";"CET";"3330";"43809.50"
"TEXAF";"BE0974263924";"TEXF";"Euronext Brussels";"EUR";"29.80";"29.80";"29.70";"29.70";"14/02/2018 10:56";"CET";"81";"2405.80"
"TF1";"FR0000054900";"TFI";"Euronext Paris";"EUR";"11.38";"11.67";"11.38";"11.57";"14/02/2018 17:35";"CET";"147743";"1706871.19"
"TF1 NV18";"FR0013296803";"TFINV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"TFF GROUP";"FR0013295789";"TFF";"Euronext Paris";"EUR";"45.00";"45.95";"45.00";"45.80";"14/02/2018 17:35";"CET";"6063";"275581.015"
"THALES";"FR0000121329";"HO";"Euronext Paris";"EUR";"87.80";"88.26";"86.90";"87.50";"14/02/2018 17:35";"CET";"275149";"24114148.42"
"THALES NV18";"FR0013306065";"HONV";"Euronext Paris";"EUR";"84.66";"84.66";"84.66";"84.66";"13/02/2018 16:30";"CET";"45";"3809.70"
"THANNBERGER ET CIE";"FR0010630988";"MLTHA";"Euronext Access Paris";"EUR";"5.11";"5.11";"5.11";"5.11";"01/10/2014 15:00";"CET";"9";"45.99"
"THE NAVIGATOR COMP";"PTPTI0AM0006";"NVG";"Euronext Lisbon";"EUR";"4.146";"4.174";"4.10";"4.142";"14/02/2018 22:35";"BST";"765127";"3165240.06"
"THERACLION";"FR0010120402";"ALTHE";"Euronext Growth Paris";"EUR";"4.14";"4.14";"4.03";"4.09";"14/02/2018 17:35";"CET";"10450";"42432.35"
"THERADIAG";"FR0004197747";"ALTER";"Euronext Growth Paris";"EUR";"1.84";"1.85";"1.815";"1.85";"14/02/2018 17:26";"CET";"28997";"53203.035"
"THERADIAG BSAR";"FR0013260973";"ALTBS";"Euronext Growth Paris";"EUR";"0.06";"0.06";"0.06";"0.06";"14/02/2018 14:08";"CET";"287";"17.22"
"THERANEXUS";"FR0013286259";"ALTHX";"Euronext Growth Paris";"EUR";"16.00";"16.00";"15.90";"16.00";"14/02/2018 16:58";"CET";"231";"3686.83"
"THERMADOR GROUPE";"FR0000061111";"THEP";"Euronext Paris";"EUR";"127.00";"128.00";"124.50";"127.00";"14/02/2018 17:38";"CET";"1886";"238650.50"
"THERMES DE SAUJON";"FR0007261425";"MLTDS";"Euronext Access Paris";"EUR";"650.00";"650.00";"650.00";"650.00";"27/12/2017 11:30";"CET";"1";"650.00"
"THROMBOGENICS";"BE0003846632";"THR";"Euronext Brussels";"EUR";"3.995";"4.13";"3.995";"4.02";"14/02/2018 17:35";"CET";"49022";"198351.985"
"THUNDERBIRD";"VGG885761061";"TBIRD";"Euronext Amsterdam";"USD";"0.23";"0.23";"0.23";"0.23";"12/02/2018 09:00";"CET";"500";"93.78"
"TIE KINETIX";"NL0010389508";"TIE";"Euronext Amsterdam";"EUR";"8.65";"8.65";"8.10";"8.35";"14/02/2018 17:35";"CET";"573";"4728.30"
"TIGENIX";"BE0003864817";"TIG";"Euronext Brussels";"EUR";"1.708";"1.714";"1.706";"1.71";"14/02/2018 17:35";"CET";"1010927";"1728681.04"
"TIKEHAU CAPITAL";"FR0013230612";"TKO";"Euronext Paris";"EUR";"22.90";"23.60";"22.90";"23.10";"14/02/2018 17:35";"CET";"2337";"54089.80"
"TINC";"BE0974282148";"TINC";"Euronext Brussels";"EUR";"12.65";"12.70";"12.50";"12.50";"14/02/2018 17:35";"CET";"3751";"47397.45"
"TIPIAK";"FR0000066482";"TIPI";"Euronext Paris";"EUR";"87.00";"87.00";"86.00";"86.00";"14/02/2018 16:30";"CET";"164";"14168.00"
"TISCALI";"IT0004513666";"TISN";"Traded not listed Brussels";"EUR";"0.03";"0.04";"0.03";"0.04";"08/02/2018 14:16";"CET";"1020";"35.60"
"TIVOLY";"FR0000060949";"TVLY";"Euronext Paris";"EUR";"38.80";"39.40";"38.80";"39.40";"14/02/2018 15:26";"CET";"211";"8231.60"
"TKH GROUP";"NL0000852523";"TWEKA";"Euronext Amsterdam";"EUR";"51.00";"51.30";"50.10";"50.70";"14/02/2018 17:35";"CET";"69355";"3518863.70"
"TOMTOM";"NL0000387058";"TOM2";"Euronext Amsterdam";"EUR";"7.79";"7.85";"7.614";"7.778";"14/02/2018 17:35";"CET";"1255216";"9714767.392"
"TONNA ELECTRONIQUE";"FR0000064388";"TONN";"Euronext Paris";"EUR";"0.51";"0.51";"0.51";"0.51";"14/02/2018 11:30";"CET";"465";"237.15"
"TOOLUX SANDING";"LU0394945660";"ALTLX";"Euronext Growth Paris";"EUR";"1.60";"1.60";"1.60";"1.60";"25/03/2015 15:30";"CET";"1650";"2640.00"
"TOQUEBLANCHEMONDE";"FR0011668821";"MLTBM";"Euronext Access Paris";"EUR";"3.86";"3.86";"3.86";"3.86";"22/11/2017 16:30";"CET";"50";"193.00"
"TOTAL";"FR0000120271";"FP";"Euronext Paris, Brussels";"EUR";"45.365";"45.62";"44.64";"45.33";"14/02/2018 17:37";"CET";"7210798";"326002127.645"
"TOTAL GABON";"GA0000121459";"EC";"Euronext Paris";"EUR";"143.00";"143.50";"140.50";"141.50";"14/02/2018 17:26";"CET";"934";"132280.00"
"TOTAL NV18";"FR0013309069";"FPNV";"Euronext Paris";"EUR";"43.925";"44.17";"43.925";"44.17";"14/02/2018 16:30";"CET";"80";"3526.25"
"TOUAX";"FR0000033003";"TOUP";"Euronext Paris";"EUR";"11.00";"11.00";"10.60";"10.80";"14/02/2018 17:35";"CET";"13659";"147104.55"
"TOUPARGEL GROUPE";"FR0000039240";"TOU";"Euronext Paris";"EUR";"4.50";"4.62";"4.50";"4.52";"14/02/2018 17:35";"CET";"65";"295.18"
"TOUR EIFFEL";"FR0000036816";"EIFF";"Euronext Paris";"EUR";"53.80";"54.80";"53.80";"54.00";"14/02/2018 17:35";"CET";"1236";"67006.20"
"TOUTABO";"FR0010621722";"MLABO";"Euronext Access Paris";"EUR";"1.23";"1.23";"1.23";"1.23";"30/12/2011 15:00";"CET";"1";"1.23"
"TOYOTA CAETANO";"PTSCT0AP0018";"SCT";"Euronext Lisbon";"EUR";"2.62";"2.62";"2.62";"2.62";"14/02/2018 19:33";"BST";"10230";"26802.60"
"TPSH";"FR0011040690";"MLPSH";"Euronext Access Paris";"EUR";"0.83";"0.83";"0.83";"0.83";"02/02/2018 11:32";"CET";"300";"249.00"
"TRAMWAYS DE ROUEN";"FR0000031866";"MLTRA";"Euronext Access Paris";"EUR";"3300.01";"3300.01";"3300.01";"3300.01";"18/10/2017 16:30";"CET";"1";"3300.01"
"TRANSGENE";"FR0005175080";"TNG";"Euronext Paris";"EUR";"3.04";"3.15";"2.98";"3.145";"14/02/2018 17:35";"CET";"113284";"348647.70"
"TRANSINSULAR";"PTTRA0AN0016";"TRAAP";"Euronext Access Lisbon";"EUR";"21.01";"21.01";"21.01";"21.01";"06/12/2012 21:30";"BST";"57";"1197.57"
"TRAQUEUR";"FR0004043487";"ALTRA";"Euronext Growth Paris";"EUR";"1.45";"1.45";"1.45";"1.45";"13/02/2018 11:38";"CET";"90";"130.50"
"TREASURE MINE";"HK0000058161";"MLTMT";"Euronext Access Paris";"EUR";"0.0395";"0.0395";"0.0395";"0.0395";"10/01/2018 12:05";"CET";"50001";"1975.04"
"TRIGANO";"FR0005691656";"TRI";"Euronext Paris";"EUR";"146.40";"152.50";"145.70";"152.30";"14/02/2018 17:35";"CET";"28848";"4324735.30"
"TRILOGIQ";"FR0010397901";"ALTRI";"Euronext Growth Paris";"EUR";"6.60";"6.70";"6.60";"6.70";"14/02/2018 16:30";"CET";"1301";"8626.60"
"TROC ILE";"FR0000031106";"MLTRO";"Euronext Access Paris";"EUR";"7.00";"7.00";"7.00";"7.00";"03/01/2018 11:30";"CET";"5";"35.00"
"TROIS CHENES";"FR0000076481";"MLTRC";"Euronext Access Paris";"EUR";"5.95";"5.95";"5.95";"5.95";"12/02/2018 11:30";"CET";"35";"208.25"
"TRONICS";"FR0004175099";"ALTRO";"Euronext Growth Paris";"EUR";"13.00";"13.00";"13.00";"13.00";"09/02/2018 11:30";"CET";"15";"195.00"
"TTI";"FR0010383877";"ALTTI";"Euronext Growth Paris";"EUR";"0.745";"0.745";"0.745";"0.745";"14/02/2018 16:30";"CET";"15";"11.175"
"TUBIZE-FIN";"BE0003823409";"TUB";"Euronext Brussels";"EUR";"63.30";"63.70";"62.90";"63.20";"14/02/2018 17:35";"CET";"6107";"386012.90"
"TXCELL";"FR0010127662";"TXCL";"Euronext Paris";"EUR";"1.424";"1.424";"1.392";"1.404";"14/02/2018 17:29";"CET";"50269";"70687.25"
"TXCELL ABSA FEB18";"FR0013231792";"TXCBS";"Euronext Paris";"EUR";"0.008";"0.0105";"0.008";"0.008";"14/02/2018 17:35";"CET";"91400";"797.7675"
"TXCOM";"FR0010654087";"ALTXC";"Euronext Growth Paris";"EUR";"6.00";"6.00";"6.00";"6.00";"26/01/2018 11:30";"CET";"350";"2100.00"
"U&I LEARNING";"BE0003847648";"UNI";"Euronext Access Brussels";"EUR";"2.10";"2.10";"2.10";"2.10";"09/02/2018 16:30";"CET";"600";"1260.00"
"U10";"FR0000079147";"UDIS";"Euronext Paris";"EUR";"3.80";"3.80";"3.74";"3.74";"14/02/2018 16:47";"CET";"1763";"6602.44"
"UBISOFT ENTERTAIN";"FR0000054470";"UBI";"Euronext Paris";"EUR";"68.00";"68.64";"66.60";"67.36";"14/02/2018 17:35";"CET";"438470";"29644424.56"
"UCAR";"FR0011070457";"ALUCR";"Euronext Growth Paris";"EUR";"19.90";"19.90";"19.90";"19.90";"14/02/2018 09:00";"CET";"1";"19.90"
"UCB";"BE0003739530";"UCB";"Euronext Brussels";"EUR";"65.80";"66.64";"65.48";"66.22";"14/02/2018 17:35";"CET";"257278";"17002686.84"
"UMALIS GROUP";"FR0011776889";"MLUMG";"Euronext Access Paris";"EUR";"7.40";"7.40";"7.40";"7.40";"04/01/2018 11:30";"CET";"1";"7.40"
"UMANIS";"FR0013263878";"ALUMS";"Euronext Growth Paris";"EUR";"13.10";"13.40";"12.90";"13.40";"14/02/2018 17:37";"CET";"12275";"162754.75"
"UMICORE";"BE0974320526";"UMI";"Euronext Brussels";"EUR";"47.35";"47.63";"45.50";"45.95";"14/02/2018 17:35";"CET";"3211845";"148264833.10"
"UN TOIT POUR TOI";"FR0013180189";"MLUTP";"Euronext Access Paris";"EUR";"9.00";"9.00";"9.00";"9.00";"12/02/2018 11:30";"CET";"200";"1800.00"
"UNI.METALG.HT-SEI.";"FR0005783503";"MLUMH";"Euronext Access Paris";"EUR";"44.60";"44.60";"44.60";"44.60";"29/01/2018 11:30";"CET";"2";"89.20"
"UNIBAIL-RODAMCO";"FR0000124711";"UL";"Euronext Amsterdam, Paris";"EUR";"187.50";"191.00";"186.05";"187.30";"14/02/2018 17:35";"CET";"428023";"80574750.00"
"UNIBEL";"FR0000054215";"UNBL";"Euronext Paris";"EUR";"905.00";"905.00";"905.00";"905.00";"12/02/2018 11:30";"CET";"21";"19005.00"
"UNILEVER 6%";"NL0000388742";"UNCP6";"Euronext Amsterdam";"EUR";"274.00";"274.00";"274.00";"274.00";"06/02/2018 11:30";"CET";"15";"4110.00"
"UNILEVER 7%";"NL0000388726";"UNCP7";"Euronext Amsterdam";"EUR";"989.00";"989.00";"989.00";"989.00";"23/02/2012 11:30";"CET";"4";"3956.00"
"UNILEVER DR";"NL0000009355";"UNA";"Euronext Amsterdam";"EUR";"43.66";"44.03";"43.315";"43.745";"14/02/2018 17:35";"CET";"5226659";"228404280.135"
"UNILEVER DR7CP";"NL0000388684";"UNCC7";"Euronext Amsterdam";"EUR";"324.99";"324.99";"324.99";"324.99";"20/10/2017 11:30";"CET";"5";"1624.95"
"UNILEVER OS";"NL0000388619";"UNIA";"Euronext Amsterdam";"EUR";"43.90";"44.00";"43.50";"43.70";"14/02/2018 17:15";"CET";"7926";"346712.10"
"UNION FIN.FRANCE";"FR0000034548";"UFF";"Euronext Paris";"EUR";"31.10";"31.40";"31.00";"31.40";"14/02/2018 17:35";"CET";"1430";"44662.30"
"UNION PAC CORP";"US9078181081";"UNPA";"Traded not listed Brussels";"USD";"104.55";"104.55";"104.55";"104.55";"22/12/2016 16:30";"CET";"78";"8154.90"
"UNION TECH.INFOR.";"FR0000074197";"FPG";"Euronext Paris";"EUR";"0.96";"0.98";"0.96";"0.98";"14/02/2018 16:31";"CET";"2728";"2632.256"
"UNITI";"FR0012709160";"MLUNT";"Euronext Access Paris";"EUR";"3.80";"3.80";"3.80";"3.80";"03/01/2018 16:30";"CET";"500";"1900.00"
"USG";"FR0012060036";"MLUSG";"Euronext Access Paris";"EUR";"8.00";"8.00";"8.00";"8.00";"06/02/2018 16:30";"CET";"2";"16.00"
"UV GERMI";"FR0011898584";"ALUVI";"Euronext Growth Paris";"EUR";"5.28";"5.30";"5.14";"5.30";"14/02/2018 17:10";"CET";"1009";"5322.00"
"V LANSCHOT KEMPEN";"NL0000302636";"VLK";"Euronext Amsterdam";"EUR";"26.80";"27.05";"26.80";"27.05";"14/02/2018 17:35";"CET";"14268";"384612.25"
"VAA VISTA ALEGRE";"PTVAA0AE0001";"VAF";"Euronext Lisbon";"EUR";"0.14";"0.14";"0.14";"0.14";"12/02/2018 21:30";"BST";"3273";"458.22"
"VALBIOTIS";"FR0013254851";"ALVAL";"Euronext Growth Paris";"EUR";"7.40";"7.50";"7.36";"7.50";"14/02/2018 17:35";"CET";"1145";"8565.00"
"VALE";"US91912E1055";"VALE3";"Euronext Paris";"EUR";"10.748";"10.748";"10.40";"10.40";"13/02/2018 16:23";"CET";"11";"114.75"
"VALE PREF";"US91912E2046";"VALE5";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"VALEO";"FR0013176526";"FR";"Euronext Paris";"EUR";"58.40";"59.78";"57.78";"59.54";"14/02/2018 17:35";"CET";"920038";"54299735.60"
"VALLOUREC";"FR0000120354";"VK";"Euronext Paris";"EUR";"4.701";"4.842";"4.558";"4.781";"14/02/2018 17:35";"CET";"6876177";"32395428.26"
"VALNEVA";"FR0004056851";"VLA";"Euronext Paris";"EUR";"3.465";"3.58";"3.465";"3.56";"14/02/2018 17:35";"CET";"181749";"642198.775"
"VALNEVA PREF";"FR0011472943";"VLAP";"Euronext Paris";"EUR";"0.0355";"0.0355";"0.0355";"0.0355";"09/02/2018 13:44";"CET";"1100";"39.05"
"VALONEO";"FR0012833770";"MLVAL";"Euronext Access Paris";"EUR";"12.10";"12.10";"12.10";"12.10";"17/01/2018 11:30";"CET";"17";"205.70"
"VALUE8";"NL0010661864";"VALUE";"Euronext Amsterdam";"EUR";"4.90";"5.02";"4.90";"4.99";"14/02/2018 16:01";"CET";"1515";"7438.82"
"VALUE8 CUM PREF";"NL0009875483";"PREVA";"Euronext Amsterdam";"EUR";"25.40";"25.40";"25.40";"25.40";"07/02/2018 11:30";"CET";"10";"254.00"
"VAN DE VELDE";"BE0003839561";"VAN";"Euronext Brussels";"EUR";"43.00";"43.05";"42.55";"42.95";"14/02/2018 17:35";"CET";"2975";"127414.30"
"VASTNED";"NL0000288918";"VASTN";"Euronext Amsterdam";"EUR";"38.50";"38.55";"38.10";"38.25";"14/02/2018 17:35";"CET";"24347";"932268.75"
"VASTNED RETAIL BEL";"BE0003754687";"VASTB";"Euronext Brussels";"EUR";"56.00";"56.00";"55.80";"55.80";"14/02/2018 17:04";"CET";"2363";"132251.60"
"VDI GROUP";"FR0010337865";"ALVDI";"Euronext Growth Paris";"EUR";"5.90";"5.90";"5.80";"5.80";"14/02/2018 12:55";"CET";"1773";"10303.50"
"VELCAN";"FR0010245803";"ALVEL";"Euronext Growth Paris";"EUR";"9.52";"9.52";"9.48";"9.48";"14/02/2018 17:12";"CET";"3165";"30038.14"
"VEOLIA ENVIRON.";"FR0000124141";"VIE";"Euronext Paris";"EUR";"19.36";"19.795";"19.275";"19.665";"14/02/2018 17:39";"CET";"2586151";"50796381.56"
"VEON";"BMG9349W1038";"VEON";"Euronext Amsterdam";"EUR";"3.02";"3.08";"3.00";"3.00";"14/02/2018 14:38";"CET";"3252";"9807.04"
"VERGNET";"FR0004155240";"ALVER";"Euronext Growth Paris";"EUR";"0.65";"0.69";"0.64";"0.64";"21/07/2017 17:35";"CET";"190193";"125129.59"
"VERIZON COMM.";"US92343V1044";"VERIZ";"Traded not listed Brussels";"USD";"34.91";"34.91";"34.91";"34.91";"05/03/2012 16:30";"CET";"328";"11450.48"
"VERNEUIL FINANCE";"FR0000062465";"VRNL";"Euronext Paris";"EUR";"2.60";"2.60";"2.60";"2.60";"14/02/2018 11:30";"CET";"200";"520.00"
"VERNEY CARRON";"FR0006174496";"MLVER";"Euronext Access Paris";"EUR";"13.30";"13.30";"13.30";"13.30";"12/02/2018 16:30";"CET";"710";"9443.00"
"VESTASIA LIMITED";"HK0000041928";"MLVES";"Euronext Access Paris";"EUR";"2.16";"2.16";"2.16";"2.16";"22/01/2018 11:30";"CET";"200";"432.00"
"VETOQUINOL";"FR0004186856";"VETO";"Euronext Paris";"EUR";"52.80";"53.80";"52.80";"53.80";"14/02/2018 17:35";"CET";"943";"50165.60"
"VEXIM";"FR0011072602";"ALVXM";"Euronext Growth Paris";"EUR";"20.00";"20.00";"19.98";"20.00";"13/02/2018 17:35";"CET";"20235";"404697.92"
"VGP";"BE0003878957";"VGP";"Euronext Brussels";"EUR";"62.00";"62.60";"62.00";"62.60";"14/02/2018 17:36";"CET";"6328";"394791.20"
"VIALIFE";"FR0010326090";"ALVIA";"Euronext Growth Paris";"EUR";"21.60";"21.60";"21.60";"21.60";"28/07/2017 11:30";"CET";"1";"21.60"
"VICAT";"FR0000031775";"VCT";"Euronext Paris";"EUR";"64.05";"65.15";"63.90";"64.65";"14/02/2018 17:35";"CET";"40408";"2603954.10"
"VIDELIO";"FR0000066680";"VDLO";"Euronext Paris";"EUR";"1.56";"1.56";"1.56";"1.56";"14/02/2018 09:00";"CET";"1";"1.56"
"VIEL ET COMPAGNIE";"FR0000050049";"VIL";"Euronext Paris";"EUR";"5.22";"5.28";"5.20";"5.28";"14/02/2018 17:13";"CET";"556";"2906.22"
"VIKTORIA INVEST";"FR0000035719";"VI";"Euronext Paris";"EUR";"4.76";"4.76";"4.74";"4.74";"22/01/2018 16:30";"CET";"909";"4321.84"
"VILMORIN & CIE";"FR0000052516";"RIN";"Euronext Paris";"EUR";"85.40";"87.80";"85.40";"87.00";"14/02/2018 17:35";"CET";"15218";"1318752.80"
"VINCI";"FR0000125486";"DG";"Euronext Paris";"EUR";"80.68";"81.38";"79.68";"81.12";"14/02/2018 17:39";"CET";"1967374";"159196661.26"
"VINCI NV18";"FR0013311644";"DGNV";"Euronext Paris";"EUR";"83.00";"83.00";"83.00";"83.00";"14/02/2018 16:30";"CET";"155";"12865.00"
"VIOHALCO";"BE0974271034";"VIO";"Euronext Brussels";"EUR";"3.495";"3.495";"3.38";"3.38";"13/02/2018 09:40";"CET";"4320";"14654.90"
"VIRBAC";"FR0000031577";"VIRP";"Euronext Paris";"EUR";"116.00";"118.60";"115.20";"117.80";"14/02/2018 17:35";"CET";"3177";"373560.20"
"VISIATIV";"FR0004029478";"ALVIV";"Euronext Growth Paris";"EUR";"36.40";"36.95";"35.90";"36.35";"14/02/2018 17:35";"CET";"4087";"148840.90"
"VISIO NERF";"FR0010033480";"MLVIS";"Euronext Access Paris";"EUR";"2.14";"2.14";"2.14";"2.14";"01/02/2018 11:30";"CET";"10";"21.40"
"VISIODENT";"FR0000065765";"SDT";"Euronext Paris";"EUR";"2.30";"2.30";"2.30";"2.30";"13/02/2018 11:30";"CET";"150";"345.00"
"VISIOMED GROUP";"FR0011067669";"ALVMG";"Euronext Growth Paris";"EUR";"0.89";"0.919";"0.882";"0.909";"14/02/2018 17:35";"CET";"122598";"111198.33"
"VIVENDI";"FR0000127771";"VIV";"Euronext Paris";"EUR";"21.62";"22.01";"21.49";"21.87";"14/02/2018 17:39";"CET";"4566739";"99621209.60"
"VIVENDI NV18";"FR0013308780";"VIVNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"VOLKERWESSELS";"NL0012294466";"KVW";"Euronext Amsterdam";"EUR";"22.80";"22.92";"22.56";"22.72";"14/02/2018 17:35";"CET";"32540";"739906.72"
"VOLKSWAGEN";"DE0007664005";"VWA";"Traded not listed Brussels";"EUR";"172.90";"172.90";"167.00";"170.50";"14/02/2018 16:32";"CET";"297";"50497.00"
"VOLKSWAGEN PREF";"DE0007664039";"VWAP";"Traded not listed Brussels";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"VOLTA FINANCE";"GG00B1GHHH78";"VTA";"Euronext Amsterdam";"EUR";"6.94";"7.02";"6.94";"6.96";"14/02/2018 16:30";"CET";"9588";"67021.04"
"VOLTALIA";"FR0011995588";"VLTSA";"Euronext Paris";"EUR";"9.18";"9.40";"9.02";"9.07";"14/02/2018 17:35";"CET";"24232";"223352.30"
"VOPAK";"NL0009432491";"VPK";"Euronext Amsterdam";"EUR";"33.66";"34.48";"33.42";"34.24";"14/02/2018 17:35";"CET";"574643";"19577136.13"
"VOPIUM";"DK0060129575";"MLVOP";"Euronext Access Paris";"EUR";"0.38";"0.38";"0.38";"0.38";"17/01/2018 16:30";"CET";"3050";"1159.00"
"VOYAGEURS DU MONDE";"FR0004045847";"ALVDM";"Euronext Growth Paris";"EUR";"97.80";"98.60";"97.80";"98.20";"14/02/2018 15:29";"CET";"938";"92113.20"
"VRANKEN-POMMERY";"FR0000062796";"VRAP";"Euronext Paris, Brussels";"EUR";"23.20";"23.50";"22.90";"22.90";"14/02/2018 17:35";"CET";"4056";"93633.80"
"WALLIX";"FR0010131409";"ALLIX";"Euronext Growth Paris";"EUR";"29.90";"34.10";"29.80";"33.90";"14/02/2018 17:29";"CET";"42897";"1354544.00"
"WAREHOUSES";"BE0003734481";"WEB";"Euronext Brussels";"EUR";"55.50";"55.50";"55.00";"55.00";"14/02/2018 17:09";"CET";"488";"26884.00"
"WAVESTONE";"FR0004036036";"WAVE";"Euronext Paris";"EUR";"137.00";"137.00";"135.60";"136.20";"14/02/2018 17:35";"CET";"627";"85612.80"
"WDP";"BE0003763779";"WDP";"Euronext Brussels, Amsterdam";"EUR";"95.50";"97.80";"95.50";"96.90";"14/02/2018 17:35";"CET";"17777";"1724535.10"
"WE.CONNECT";"FR0013079092";"ALWEC";"Euronext Growth Paris";"EUR";"11.00";"11.00";"11.00";"11.00";"14/02/2018 16:55";"CET";"3736";"41096.00"
"WEACCESS GROUP";"FR0010688465";"MLWEA";"Euronext Access Paris";"EUR";"8.55";"8.55";"8.55";"8.55";"30/01/2018 11:30";"CET";"200";"1710.00"
"WEBORAMA";"FR0010337444";"ALWEB";"Euronext Growth Paris";"EUR";"10.60";"10.90";"10.20";"10.90";"14/02/2018 17:13";"CET";"7336";"78422.10"
"WEDIA";"FR0010688440";"ALWED";"Euronext Growth Paris";"EUR";"18.15";"18.15";"18.10";"18.15";"14/02/2018 15:27";"CET";"184";"3334.60"
"wee.com AG";"CH0309050059";"MLWEE";"Euronext Access Paris";"EUR";"1.55";"1.55";"1.55";"1.55";"14/02/2018 13:42";"CET";"15953";"24727.15"
"WENDEL";"FR0000121204";"MF";"Euronext Paris";"EUR";"140.20";"140.80";"138.20";"139.50";"14/02/2018 17:35";"CET";"67075";"9370810.90"
"WERELDHAVE";"NL0000289213";"WHA";"Euronext Amsterdam";"EUR";"30.22";"30.43";"29.69";"30.05";"14/02/2018 17:35";"CET";"559313";"16844219.31"
"WERELDHAVE BELGIUM";"BE0003724383";"WEHB";"Euronext Brussels";"EUR";"93.60";"94.60";"92.80";"94.00";"14/02/2018 17:35";"CET";"1451";"136232.20"
"WESSANEN";"NL0000395317";"WES";"Euronext Amsterdam";"EUR";"15.27";"15.33";"14.97";"15.20";"14/02/2018 17:35";"CET";"456283";"6912026.57"
"WEYA";"FR0010768770";"MLWEY";"Euronext Access Paris";"EUR";"4.00";"4.00";"4.00";"4.00";"12/02/2018 16:30";"CET";"10";"40.00"
